FIPS,Structure_Type,Count
48429.0,Education,5
48429.0,Law Enforcement,4
48429.0,Medical & Emergency,2
48431.0,Education,2
48431.0,Law Enforcement,1
48431.0,Medical & Emergency,3
48433.0,Education,2
48433.0,Law Enforcement,1
48433.0,Medical & Emergency,2
48435.0,Education,4
48435.0,Law Enforcement,2
48435.0,Medical & Emergency,3
48437.0,Education,7
48437.0,Law Enforcement,4
48437.0,Medical & Emergency,6
48439.0,Education,596
48439.0,Law Enforcement,62
48439.0,Medical & Emergency,167
48441.0,Education,50
48441.0,Law Enforcement,10
48441.0,Medical & Emergency,30
48443.0,Education,2
48443.0,Law Enforcement,1
48443.0,Medical & Emergency,2
48445.0,Education,8
48445.0,Law Enforcement,5
48445.0,Medical & Emergency,2
48447.0,Education,3
48447.0,Law Enforcement,1
48447.0,Medical & Emergency,3
48449.0,Education,14
48449.0,Law Enforcement,5
48449.0,Medical & Emergency,9
48451.0,Education,48
48451.0,Law Enforcement,10
48451.0,Medical & Emergency,22
48453.0,Education,320
48453.0,Law Enforcement,32
48453.0,Medical & Emergency,146
48455.0,Education,6
48455.0,Law Enforcement,3
48455.0,Medical & Emergency,5
48457.0,Education,14
48457.0,Law Enforcement,4
48457.0,Medical & Emergency,9
48459.0,Education,23
48459.0,Law Enforcement,10
48459.0,Medical & Emergency,13
48461.0,Education,4
48461.0,Law Enforcement,4
48461.0,Medical & Emergency,5
48463.0,Education,16
48463.0,Law Enforcement,4
48463.0,Medical & Emergency,9
48465.0,Education,17
48465.0,Law Enforcement,5
48465.0,Medical & Emergency,11
48467.0,Education,28
48467.0,Law Enforcement,11
48467.0,Medical & Emergency,21
48469.0,Education,39
48469.0,Law Enforcement,4
48469.0,Medical & Emergency,27
48471.0,Education,19
48471.0,Law Enforcement,14
48471.0,Medical & Emergency,14
48473.0,Education,12
48473.0,Law Enforcement,7
48473.0,Medical & Emergency,14
48475.0,Education,6
48475.0,Law Enforcement,3
48475.0,Medical & Emergency,4
48477.0,Education,14
48477.0,Law Enforcement,5
48477.0,Medical & Emergency,14
48479.0,Education,88
48479.0,Law Enforcement,21
48479.0,Medical & Emergency,27
48481.0,Education,20
48481.0,Law Enforcement,9
48481.0,Medical & Emergency,12
48483.0,Education,7
48483.0,Law Enforcement,3
48483.0,Medical & Emergency,10
48485.0,Education,45
48485.0,Law Enforcement,12
48485.0,Medical & Emergency,26
48487.0,Education,9
48487.0,Law Enforcement,3
48487.0,Medical & Emergency,3
48489.0,Education,14
48489.0,Law Enforcement,10
48489.0,Medical & Emergency,5
48491.0,Education,154
48491.0,Law Enforcement,19
48491.0,Medical & Emergency,54
48493.0,Education,16
48493.0,Law Enforcement,7
48493.0,Medical & Emergency,15
48495.0,Education,6
48495.0,Law Enforcement,5
48495.0,Medical & Emergency,5
48497.0,Education,31
48497.0,Law Enforcement,11
48497.0,Medical & Emergency,23
48499.0,Education,18
48499.0,Law Enforcement,12
48499.0,Medical & Emergency,16
48501.0,Education,6
48501.0,Law Enforcement,3
48501.0,Medical & Emergency,4
48503.0,Education,11
48503.0,Law Enforcement,3
48503.0,Medical & Emergency,9
48505.0,Education,7
48505.0,Law Enforcement,1
48505.0,Medical & Emergency,3
48507.0,Education,9
48507.0,Law Enforcement,3
48507.0,Medical & Emergency,2
49001.0,Education,5
49001.0,Law Enforcement,2
49001.0,Medical & Emergency,10
49003.0,Education,25
49003.0,Law Enforcement,9
49003.0,Medical & Emergency,19
49005.0,Education,44
49005.0,Law Enforcement,4
49005.0,Medical & Emergency,22
49007.0,Education,12
49007.0,Law Enforcement,8
49007.0,Medical & Emergency,8
49009.0,Education,3
49009.0,Law Enforcement,2
49009.0,Medical & Emergency,6
49011.0,Education,120
49011.0,Law Enforcement,15
49011.0,Medical & Emergency,25
49013.0,Education,13
49013.0,Law Enforcement,4
49013.0,Medical & Emergency,9
49015.0,Education,11
49015.0,Law Enforcement,3
49015.0,Medical & Emergency,14
49017.0,Education,10
49017.0,Law Enforcement,3
49017.0,Medical & Emergency,19
49019.0,Education,5
49019.0,Law Enforcement,4
49019.0,Medical & Emergency,8
49021.0,Education,25
49021.0,Law Enforcement,9
49021.0,Medical & Emergency,16
49023.0,Education,12
49023.0,Law Enforcement,4
49023.0,Medical & Emergency,12
49025.0,Education,8
49025.0,Law Enforcement,3
49025.0,Medical & Emergency,13
49027.0,Education,12
49027.0,Law Enforcement,2
49027.0,Medical & Emergency,18
49029.0,Education,4
49029.0,Law Enforcement,1
49029.0,Medical & Emergency,3
49031.0,Education,4
49031.0,Law Enforcement,1
49031.0,Medical & Emergency,5
49033.0,Education,5
49033.0,Law Enforcement,1
49033.0,Medical & Emergency,8
49035.0,Education,349
49035.0,Law Enforcement,34
49035.0,Medical & Emergency,93
49037.0,Education,15
49037.0,Law Enforcement,4
49037.0,Medical & Emergency,20
49039.0,Education,22
49039.0,Law Enforcement,10
49039.0,Medical & Emergency,17
49041.0,Education,20
49041.0,Law Enforcement,5
49041.0,Medical & Emergency,13
49043.0,Education,20
49043.0,Law Enforcement,4
49043.0,Medical & Emergency,19
49045.0,Education,35
49045.0,Law Enforcement,9
49045.0,Medical & Emergency,23
49047.0,Education,18
49047.0,Law Enforcement,7
49047.0,Medical & Emergency,13
49049.0,Education,226
49049.0,Law Enforcement,20
49049.0,Medical & Emergency,54
49051.0,Education,11
49051.0,Law Enforcement,3
49051.0,Medical & Emergency,7
49053.0,Education,78
49053.0,Law Enforcement,11
49053.0,Medical & Emergency,38
49055.0,Education,4
49055.0,Law Enforcement,1
49055.0,Medical & Emergency,9
49057.0,Education,84
49057.0,Law Enforcement,11
49057.0,Medical & Emergency,23
50001.0,Education,30
50001.0,Law Enforcement,6
50001.0,Medical & Emergency,28
50003.0,Education,28
50003.0,Law Enforcement,4
50003.0,Medical & Emergency,28
50005.0,Education,27
50005.0,Law Enforcement,7
50005.0,Medical & Emergency,23
50007.0,Education,77
50007.0,Law Enforcement,13
50007.0,Medical & Emergency,34
50009.0,Education,4
50009.0,Medical & Emergency,7
50011.0,Education,23
50011.0,Law Enforcement,5
50011.0,Medical & Emergency,21
50013.0,Education,5
50013.0,Law Enforcement,1
50013.0,Medical & Emergency,8
50015.0,Education,20
50015.0,Law Enforcement,3
50015.0,Medical & Emergency,13
50017.0,Education,27
50017.0,Law Enforcement,5
50017.0,Medical & Emergency,27
50019.0,Education,25
50019.0,Law Enforcement,4
50019.0,Medical & Emergency,22
50021.0,Education,42
50021.0,Law Enforcement,7
50021.0,Medical & Emergency,43
50023.0,Education,37
50023.0,Law Enforcement,8
50023.0,Medical & Emergency,30
50025.0,Education,48
50025.0,Law Enforcement,7
50025.0,Medical & Emergency,40
50027.0,Education,38
50027.0,Law Enforcement,13
50027.0,Medical & Emergency,36
51001.0,Education,14
51001.0,Law Enforcement,10
51001.0,Medical & Emergency,19
51003.0,Education,39
51003.0,Law Enforcement,5
51003.0,Medical & Emergency,15
51005.0,Education,9
51005.0,Law Enforcement,1
51005.0,Medical & Emergency,11
51007.0,Education,6
51007.0,Law Enforcement,1
51007.0,Medical & Emergency,7
51009.0,Education,13
51009.0,Law Enforcement,3
51009.0,Medical & Emergency,7
51011.0,Education,5
51011.0,Law Enforcement,2
51011.0,Medical & Emergency,3
51013.0,Education,50
51013.0,Law Enforcement,3
51013.0,Medical & Emergency,12
51015.0,Education,27
51015.0,Law Enforcement,6
51015.0,Medical & Emergency,17
51017.0,Education,3
51017.0,Law Enforcement,1
51017.0,Medical & Emergency,8
51019.0,Education,23
51019.0,Law Enforcement,4
51019.0,Medical & Emergency,29
51021.0,Education,2
51021.0,Law Enforcement,2
51021.0,Medical & Emergency,7
51023.0,Education,15
51023.0,Law Enforcement,3
51023.0,Medical & Emergency,8
51025.0,Education,7
51025.0,Law Enforcement,6
51025.0,Medical & Emergency,10
51027.0,Education,13
51027.0,Law Enforcement,4
51027.0,Medical & Emergency,14
51029.0,Education,10
51029.0,Law Enforcement,4
51029.0,Medical & Emergency,6
51031.0,Education,18
51031.0,Law Enforcement,4
51031.0,Medical & Emergency,17
51033.0,Education,6
51033.0,Law Enforcement,5
51033.0,Medical & Emergency,10
51035.0,Education,10
51035.0,Law Enforcement,2
51035.0,Medical & Emergency,9
51036.0,Education,2
51036.0,Law Enforcement,1
51036.0,Medical & Emergency,3
51037.0,Education,6
51037.0,Law Enforcement,1
51037.0,Medical & Emergency,9
51041.0,Education,86
51041.0,Law Enforcement,14
51041.0,Medical & Emergency,35
51043.0,Education,7
51043.0,Law Enforcement,2
51043.0,Medical & Emergency,5
51045.0,Education,4
51045.0,Law Enforcement,1
51045.0,Medical & Emergency,6
51047.0,Education,17
51047.0,Law Enforcement,4
51047.0,Medical & Emergency,9
51049.0,Education,5
51049.0,Law Enforcement,1
51049.0,Medical & Emergency,5
51051.0,Education,5
51051.0,Law Enforcement,5
51051.0,Medical & Emergency,10
51053.0,Education,9
51053.0,Law Enforcement,3
51053.0,Medical & Emergency,8
51057.0,Education,6
51057.0,Law Enforcement,2
51057.0,Medical & Emergency,5
51059.0,Education,297
51059.0,Law Enforcement,15
51059.0,Medical & Emergency,50
51061.0,Education,33
51061.0,Law Enforcement,4
51061.0,Medical & Emergency,13
51063.0,Education,7
51063.0,Law Enforcement,1
51063.0,Medical & Emergency,7
51065.0,Education,9
51065.0,Law Enforcement,2
51065.0,Medical & Emergency,8
51067.0,Education,19
51067.0,Law Enforcement,3
51067.0,Medical & Emergency,16
51069.0,Education,28
51069.0,Law Enforcement,6
51069.0,Medical & Emergency,12
51071.0,Education,8
51071.0,Law Enforcement,6
51071.0,Medical & Emergency,12
51073.0,Education,13
51073.0,Law Enforcement,3
51073.0,Medical & Emergency,7
51075.0,Education,13
51075.0,Law Enforcement,3
51075.0,Medical & Emergency,7
51077.0,Education,8
51077.0,Law Enforcement,3
51077.0,Medical & Emergency,10
51079.0,Education,8
51079.0,Law Enforcement,1
51079.0,Medical & Emergency,4
51081.0,Education,5
51081.0,Law Enforcement,4
51081.0,Medical & Emergency,1
51083.0,Education,12
51083.0,Law Enforcement,5
51083.0,Medical & Emergency,15
51085.0,Education,30
51085.0,Law Enforcement,4
51085.0,Medical & Emergency,18
51087.0,Education,102
51087.0,Law Enforcement,8
51087.0,Medical & Emergency,31
51089.0,Education,18
51089.0,Law Enforcement,4
51089.0,Medical & Emergency,14
51091.0,Education,2
51091.0,Law Enforcement,1
51091.0,Medical & Emergency,5
51093.0,Education,12
51093.0,Law Enforcement,3
51093.0,Medical & Emergency,9
51095.0,Education,20
51095.0,Law Enforcement,4
51095.0,Medical & Emergency,6
51097.0,Education,3
51097.0,Law Enforcement,1
51097.0,Medical & Emergency,8
51099.0,Education,8
51099.0,Law Enforcement,1
51099.0,Medical & Emergency,4
51101.0,Education,6
51101.0,Law Enforcement,3
51101.0,Medical & Emergency,4
51103.0,Education,6
51103.0,Law Enforcement,3
51103.0,Medical & Emergency,8
51105.0,Education,12
51105.0,Law Enforcement,4
51105.0,Medical & Emergency,13
51107.0,Education,120
51107.0,Law Enforcement,9
51107.0,Medical & Emergency,31
51109.0,Education,7
51109.0,Law Enforcement,3
51109.0,Medical & Emergency,11
51111.0,Education,5
51111.0,Law Enforcement,4
51111.0,Medical & Emergency,4
51113.0,Education,7
51113.0,Law Enforcement,1
51113.0,Medical & Emergency,2
51115.0,Education,3
51115.0,Law Enforcement,1
51115.0,Medical & Emergency,6
51117.0,Education,11
51117.0,Law Enforcement,8
51117.0,Medical & Emergency,13
51119.0,Education,4
51119.0,Law Enforcement,2
51119.0,Medical & Emergency,6
51121.0,Education,27
51121.0,Law Enforcement,6
51121.0,Medical & Emergency,15
51125.0,Education,5
51125.0,Law Enforcement,1
51125.0,Medical & Emergency,12
51127.0,Education,5
51127.0,Law Enforcement,2
51127.0,Medical & Emergency,6
51131.0,Education,7
51131.0,Law Enforcement,5
51131.0,Medical & Emergency,7
51133.0,Education,4
51133.0,Law Enforcement,2
51133.0,Medical & Emergency,7
51135.0,Education,8
51135.0,Law Enforcement,5
51135.0,Medical & Emergency,7
51137.0,Education,12
51137.0,Law Enforcement,3
51137.0,Medical & Emergency,5
51139.0,Education,12
51139.0,Law Enforcement,4
51139.0,Medical & Emergency,8
51141.0,Education,9
51141.0,Law Enforcement,2
51141.0,Medical & Emergency,17
51143.0,Education,23
51143.0,Law Enforcement,6
51143.0,Medical & Emergency,24
51145.0,Education,6
51145.0,Law Enforcement,5
51145.0,Medical & Emergency,8
51147.0,Education,8
51147.0,Law Enforcement,4
51147.0,Medical & Emergency,8
51149.0,Education,10
51149.0,Law Enforcement,5
51149.0,Medical & Emergency,10
51153.0,Education,124
51153.0,Law Enforcement,9
51153.0,Medical & Emergency,28
51155.0,Education,10
51155.0,Law Enforcement,5
51155.0,Medical & Emergency,15
51157.0,Education,5
51157.0,Law Enforcement,1
51157.0,Medical & Emergency,7
51159.0,Education,4
51159.0,Law Enforcement,6
51159.0,Medical & Emergency,4
51161.0,Education,35
51161.0,Law Enforcement,4
51161.0,Medical & Emergency,14
51163.0,Education,6
51163.0,Law Enforcement,4
51163.0,Medical & Emergency,12
51165.0,Education,32
51165.0,Law Enforcement,6
51165.0,Medical & Emergency,20
51167.0,Education,16
51167.0,Law Enforcement,4
51167.0,Medical & Emergency,14
51169.0,Education,15
51169.0,Law Enforcement,5
51169.0,Medical & Emergency,13
51171.0,Education,16
51171.0,Law Enforcement,6
51171.0,Medical & Emergency,11
51173.0,Education,16
51173.0,Law Enforcement,5
51173.0,Medical & Emergency,15
51175.0,Education,7
51175.0,Law Enforcement,9
51175.0,Medical & Emergency,11
51177.0,Education,40
51177.0,Law Enforcement,2
51177.0,Medical & Emergency,14
51179.0,Education,38
51179.0,Law Enforcement,3
51179.0,Medical & Emergency,19
51181.0,Education,3
51181.0,Law Enforcement,1
51181.0,Medical & Emergency,6
51183.0,Education,5
51183.0,Law Enforcement,5
51183.0,Medical & Emergency,6
51185.0,Education,19
51185.0,Law Enforcement,10
51185.0,Medical & Emergency,23
51187.0,Education,15
51187.0,Law Enforcement,2
51187.0,Medical & Emergency,9
51191.0,Education,21
51191.0,Law Enforcement,5
51191.0,Medical & Emergency,17
51193.0,Education,7
51193.0,Law Enforcement,3
51193.0,Medical & Emergency,9
51195.0,Education,20
51195.0,Law Enforcement,9
51195.0,Medical & Emergency,13
51197.0,Education,19
51197.0,Law Enforcement,6
51197.0,Medical & Emergency,9
51199.0,Education,22
51199.0,Law Enforcement,2
51199.0,Medical & Emergency,11
51510.0,Education,40
51510.0,Law Enforcement,3
51510.0,Medical & Emergency,11
51520.0,Education,11
51520.0,Law Enforcement,6
51520.0,Medical & Emergency,6
51530.0,Education,6
51530.0,Law Enforcement,2
51530.0,Medical & Emergency,2
51540.0,Education,20
51540.0,Law Enforcement,3
51540.0,Medical & Emergency,5
51550.0,Education,73
51550.0,Law Enforcement,12
51550.0,Medical & Emergency,16
51570.0,Education,6
51570.0,Law Enforcement,2
51570.0,Medical & Emergency,2
51580.0,Education,3
51580.0,Law Enforcement,2
51580.0,Medical & Emergency,3
51590.0,Education,21
51590.0,Law Enforcement,5
51590.0,Medical & Emergency,11
51595.0,Education,1
51595.0,Law Enforcement,2
51595.0,Medical & Emergency,4
51600.0,Education,9
51600.0,Law Enforcement,1
51600.0,Medical & Emergency,2
51610.0,Education,4
51610.0,Law Enforcement,2
51620.0,Education,5
51620.0,Law Enforcement,1
51620.0,Medical & Emergency,3
51630.0,Education,6
51630.0,Law Enforcement,3
51630.0,Medical & Emergency,5
51640.0,Education,5
51640.0,Law Enforcement,2
51640.0,Medical & Emergency,3
51650.0,Education,45
51650.0,Law Enforcement,6
51650.0,Medical & Emergency,18
51660.0,Education,18
51660.0,Law Enforcement,5
51660.0,Medical & Emergency,5
51670.0,Education,9
51670.0,Law Enforcement,2
51670.0,Medical & Emergency,6
51678.0,Education,6
51678.0,Law Enforcement,2
51678.0,Medical & Emergency,2
51680.0,Education,31
51680.0,Law Enforcement,3
51680.0,Medical & Emergency,11
51683.0,Education,15
51683.0,Law Enforcement,1
51683.0,Medical & Emergency,4
51685.0,Education,5
51685.0,Law Enforcement,1
51685.0,Medical & Emergency,1
51690.0,Education,6
51690.0,Law Enforcement,2
51690.0,Medical & Emergency,5
51700.0,Education,56
51700.0,Law Enforcement,11
51700.0,Medical & Emergency,19
51710.0,Education,77
51710.0,Law Enforcement,8
51710.0,Medical & Emergency,26
51720.0,Education,2
51720.0,Law Enforcement,2
51720.0,Medical & Emergency,4
51730.0,Education,10
51730.0,Law Enforcement,3
51730.0,Medical & Emergency,8
51735.0,Education,4
51735.0,Law Enforcement,1
51735.0,Medical & Emergency,2
51740.0,Education,31
51740.0,Law Enforcement,3
51740.0,Medical & Emergency,12
51750.0,Education,6
51750.0,Law Enforcement,5
51750.0,Medical & Emergency,3
51760.0,Education,82
51760.0,Law Enforcement,8
51760.0,Medical & Emergency,29
51770.0,Education,36
51770.0,Law Enforcement,3
51770.0,Medical & Emergency,16
51775.0,Education,12
51775.0,Law Enforcement,5
51775.0,Medical & Emergency,6
51790.0,Education,14
51790.0,Law Enforcement,4
51790.0,Medical & Emergency,5
51800.0,Education,24
51800.0,Law Enforcement,5
51800.0,Medical & Emergency,13
51810.0,Education,129
51810.0,Law Enforcement,7
51810.0,Medical & Emergency,36
51820.0,Education,9
51820.0,Law Enforcement,1
51820.0,Medical & Emergency,2
51830.0,Education,7
51830.0,Law Enforcement,3
51830.0,Medical & Emergency,2
51840.0,Education,12
51840.0,Law Enforcement,3
51840.0,Medical & Emergency,5
53001.0,Education,14
53001.0,Law Enforcement,4
53001.0,Medical & Emergency,9
53003.0,Education,13
53003.0,Law Enforcement,2
53003.0,Medical & Emergency,4
53005.0,Education,68
53005.0,Law Enforcement,7
53005.0,Medical & Emergency,39
53007.0,Education,40
53007.0,Law Enforcement,6
53007.0,Medical & Emergency,27
53009.0,Education,29
53009.0,Law Enforcement,7
